date,avgTemp,maxTemp,minTmep,rainFall,wind_velocity,avgHumid,Cloud,Sunlight,High_Q(10kg),Low_Q(10kg)
2008-02-09,-1.9,0.7,-3.5,0,2.5,55,3.1,8.67,"16,027","12,680"
2008-02-10,-1.3,3.4,-5.3,,1.8,51,4.5,9.97,"16,160","12,800"
2008-02-11,-0.9,4,-4,,2.6,51,4.8,9.21,"16,240","12,867"
2008-02-12,-6.9,-3.3,-9.7,,4,27,0.8,13.97,"16,293","12,907"
2008-02-13,-5.8,-1.1,-10.1,,2.8,28,0,14.86,"16,333","12,920"
2008-02-14,-2.1,2.7,-7,,2.5,39,0.9,14.17,"16,347","12,920"
2008-02-15,-3.5,0.2,-6.2,,3.8,34,0.3,15.39,"16,320","12,880"
2008-02-16,-3.4,1.2,-7.4,,3,30,0.1,14.7,"16,347","12,893"
2008-02-17,-2.3,2.2,-5.5,,2.4,31,0,15.44,"16,387","12,920"
2008-02-18,-1.5,4,-5.8,,2.2,39,3.1,12.42,"16,387","12,920"
2008-02-19,0.5,5.2,-5.1,,2.6,57,0.6,12.24,"16,333","12,880"
2008-02-20,2.7,7.6,-0.5,,2.7,50,0.8,14.45,"16,280","12,840"
2008-02-21,4.4,9.6,-1.2,,2.6,38,2.4,12.6,"16,227","12,793"
2008-02-22,5.9,10.5,1.2,1,3.4,64,6.6,8.55,"16,227","12,780"
2008-02-23,-2.6,1.2,-4.5,,4.2,43,0.6,16.03,"16,267","12,820"
2008-02-24,-1.5,4.4,-7.2,,2.3,32,0.5,16.69,"16,360","12,913"
2008-02-25,-0.9,2.5,-3.1,6.6,1.8,63,7.8,4.05,"16,453","13,007"
2008-02-26,-1.1,1.2,-2.5,7.4,3.2,67,4.4,7.92,"16,533","13,093"
2008-02-27,1.1,6.1,-4.2,,3,42,0,16.79,"16,560","13,147"
2008-02-28,3.1,8.4,-2.3,,2.9,52,2.4,11.87,"16,600","13,200"
2008-02-29,4.6,9.8,1.7,,3.2,59,4.5,7.75,"16,627","13,227"
2008-03-01,3,7.8,-0.5,,2.6,44,0.9,16.88,"16,613","13,280"
2008-03-02,2.6,5.3,0.7,0.2,2,63,8.8,5.71,"16,613","13,287"
2008-03-03,3.2,8,-0.1,,2.6,56,3.8,14.82,"16,653","13,340"
2008-03-04,1.8,3.9,0.5,4,1.3,68,4,4.37,"16,667","13,367"
2008-03-05,2.8,8,-1.7,,2.5,55,0.3,15.21,"16,627","13,340"
2008-03-06,4.3,7.8,1.5,0.1,2.6,60,5.1,7.95,"16,600","13,313"
2008-03-07,4.5,9.6,0.1,,2.6,44,0,17.61,"16,587","13,293"
2008-03-08,5.3,10.8,0.4,,2.4,53,1,17.41,"16,560","13,253"
2008-03-09,5.9,11.8,3,,2.6,63,4.1,15.19,"16,553","13,240"
2008-03-10,6.5,11.3,3.4,,3,69,4.5,13.03,"16,573","13,260"
2008-03-11,10.9,16.3,6.8,,1.7,58,3.6,12.86,"16,533","13,247"
2008-03-12,12.5,19.2,8,,1.7,52,0.8,12.26,"16,467","13,207"
2008-03-13,9.9,12,7.2,0.4,2.6,70,9.9,2.03,"16,373","13,140"
2008-03-14,8.5,14.1,3.7,0,2.4,61,1.9,14.91,"16,353","13,107"
2008-03-15,8.3,13.5,4.5,0,3.4,54,5.8,15.04,"16,320","13,060"
2008-03-16,7.3,12,4,0,3.1,53,1.3,18.23,"16,307","13,040"
2008-03-17,9,15.1,2.5,,1.6,42,0.6,15.86,"16,327","13,053"
2008-03-18,12.3,19.1,6,,2.3,35,4.1,14.53,"16,413","13,107"
2008-03-19,11.2,17.3,7.6,,3.6,37,2.8,15.77,"16,547","13,193"
2008-03-20,11.6,17.9,5.2,,2.7,20,0,20.74,"16,693","13,273"
2008-03-21,13.1,19.8,7.2,,2.3,25,2.8,17.35,"16,827","13,360"
2008-03-22,12.3,16.9,7.8,7,2.3,38,8.9,9.31,"16,967","13,413"
2008-03-23,7.6,8.9,5,27.5,1.9,90,10,1.97,"17,053","13,500"
2008-03-24,6.6,11.8,3.7,1,3.8,69,5.3,14.44,"17,080","13,553"
2008-03-25,4.4,6,3,0.5,3.7,71,5.8,3.25,"17,160","13,660"
2008-03-26,6.6,10.3,3.3,,3.9,64,4.1,16.83,"17,280","13,793"
2008-03-27,7.1,9.6,5,0,3.8,59,5.6,14.56,"17,400","13,927"
2008-03-28,7.4,12.5,2.4,,2.3,52,3.1,18.98,"17,560","14,093"
2008-03-29,6,8.1,5,13,1.7,85,10,2.02,"17,693","14,227"
2008-03-30,7.2,10.3,5,0.2,2.3,74,8.8,6.56,"17,787","14,320"
2008-03-31,8.1,12.4,4.2,,3.1,60,3.9,14.6,"17,840","14,373"
2008-04-01,8.8,13.7,4.9,,3.3,53,3.6,17.81,"17,913","14,433"
2008-04-02,7.6,10.2,6.2,2.5,3.6,72,6.8,3.51,"17,993","14,547"
2008-04-03,8.7,13.2,4.6,,3.5,47,0.1,22.32,"18,073","14,667"
2008-04-04,10.1,16.5,3.8,,2.7,47,1.1,20.37,"18,180","14,753"
2008-04-05,12.9,19.1,7.4,,2.3,51,3.3,17.64,"18,327","14,873"
2008-04-06,14.8,22.6,8.6,1,2.5,42,5.4,17.09,"18,413","14,940"
2008-04-07,13.2,18.6,9.8,0.5,2.1,66,4.6,16.43,"18,440","14,953"
2008-04-08,16.4,23.9,9.3,,1.8,45,1.9,21.55,"18,480","14,993"
2008-04-09,13.2,16.7,9.2,11.5,4.4,48,10,3.82,"18,527","15,053"
2008-04-10,15.6,21.8,9.2,1.5,2.3,45,4,20.55,"18,593","15,107"
2008-04-11,14.2,19.3,10.8,,2.9,49,3.6,17.86,"18,707","15,187"
2008-04-12,13.8,18.4,9.7,0.3,2.5,55,8.4,12.2,"18,867","15,293"
2008-04-13,12.8,16.8,9.9,0.1,3.2,59,5.6,13.85,"19,040","15,413"
2008-04-14,13.5,20.2,7.7,,2.5,45,2.3,22.56,"19,227","15,547"
2008-04-15,15.6,22.1,9.5,,1.9,44,4.1,20.57,"19,400","15,667"
2008-04-16,18.1,25.7,11.2,,2,41,4.4,19.8,"19,493","15,747"
2008-04-17,18.6,24.6,13.5,,3,40,1.6,22.26,"19,560","15,813"
2008-04-18,18.5,24.8,12.4,,2.5,44,0.3,23.31,"19,600","15,873"
2008-04-19,20.1,28,13.1,,1.6,37,0.3,21.77,"19,587","15,887"
2008-04-20,20.6,26.1,15,,2,27,6.1,20.28,"19,607","15,920"
2008-04-21,19.7,23.5,17.1,,2.3,24,9.9,9.58,"19,653","15,967"
2008-04-22,16.5,19.5,12.8,8,1.9,49,10,6.44,"19,747","16,060"
2008-04-23,10.4,13.3,7.4,4,4.3,73,8.3,9.27,"19,840","16,133"
2008-04-24,9.6,14.3,4.8,,3.8,39,0.6,24.34,"19,987","16,253"
2008-04-25,12.8,18.7,8.6,2,3.5,53,9.5,11.08,"20,140","16,407"
2008-04-26,10,12.5,6.6,7,3.7,75,8.1,7.42,"20,307","16,587"
2008-04-27,10.4,14.6,7.7,0.1,2.5,62,3.6,13.32,"20,493","16,773"
2008-04-28,13.1,20,5.6,,2.3,47,1.5,24.06,"20,747","17,013"
2008-04-29,15.7,21.4,9.7,,2.2,64,3.1,14.42,"20,973","17,227"
2008-04-30,18.2,23.7,12.7,,3.1,65,6.1,21.49,"21,187","17,413"
2008-05-01,19.8,25,16.6,,2.8,65,3.3,21.64,"21,413","17,587"
2008-05-02,20.3,26.5,15.7,,2,63,2.9,22.01,"21,573","17,693"
2008-05-03,21.1,28.2,15.6,,2,56,3.6,22.47,"21,667","17,747"
2008-05-04,18.3,21.8,14.4,1,2,67,9.4,4.95,"21,780","17,847"
2008-05-05,15.8,21.1,11.1,0.1,3.6,49,0.9,26.31,"21,813","17,887"
2008-05-06,17.2,23.4,10.2,,4,30,1.1,23.13,"21,773","17,887"
2008-05-07,15.8,19,13.3,9.5,2.3,53,8,6.96,"21,680","17,847"
2008-05-08,18.7,25.1,13.3,0,2,55,8.1,17.95,"21,573","17,807"
2008-05-09,18.5,23.2,14.8,,4.1,32,5.8,18.74,"21,413","17,713"
2008-05-10,15.7,20.9,11.4,,3.8,35,3,20.79,"21,273","17,647"
2008-05-11,16,22.4,9.8,,2.8,42,1.8,26.82,"21,180","17,600"
2008-05-12,15.9,20.3,12.3,0,2.8,44,6.8,15.22,"21,180","17,647"
2008-05-13,12.3,15.7,9.7,1.5,3.1,61,8.6,10.01,"21,233","17,740"
2008-05-14,13.1,18,8.1,,2.8,56,2.8,26.26,"21,373","17,880"
2008-05-15,14.4,19.2,8.7,,2.2,56,1.5,23.35,"21,560","18,040"
2008-05-16,15.7,22.3,10,0,2.2,49,1.5,22.72,"21,740","18,193"
2008-05-17,17.6,24.4,11.3,,1.8,44,2.1,23.18,"21,900","18,320"
2008-05-18,13.5,16.1,11.9,30,2,78,9.6,2.25,"22,047","18,427"
2008-05-19,13,18.3,9.7,0.1,3.9,66,5.6,19.1,"22,127","18,487"
2008-05-20,15.1,21.1,8.6,,2.4,55,0.9,24.92,"22,100","18,473"
2008-05-21,16.8,20.8,12.9,4,2.9,65,4.6,7.66,"22,133","18,527"
2008-05-22,20.5,25.8,14.9,,2.7,68,5.5,20.94,"22,173","18,593"
2008-05-23,21.5,24.9,17.6,,1.5,68,7.9,10.99,"22,173","18,620"
2008-05-24,23,28.5,17.5,,2.1,62,4.8,20.97,"22,187","18,653"
2008-05-25,20.7,27,15.6,,3.4,71,2.8,24.02,"22,340","18,790"
2008-05-26,18.7,23.3,14.4,,2.5,73,7.1,16.92,"22,553","18,877"
2008-05-27,21.5,27.8,16.9,,2.7,59,6.3,18.23,"22,727","18,843"
2008-05-28,18.6,20.6,16.5,51.5,1.2,93,9.1,2.1,"22,780","18,883"
2008-05-29,22.3,28.5,17,,2.4,72,6.9,22.07,"22,780","18,870"
2008-05-30,18,21.3,14.7,,3.1,64,6.1,10.58,"22,800","18,880"
2008-05-31,17.9,22.8,12.7,,3.3,52,0.5,27.24,"22,880","18,940"
2008-06-01,21.6,26.6,14.7,,2.5,42,2.9,25.5,"22,953","18,993"
2008-06-02,18.9,22.5,15,62.5,3.2,71,7.3,11.15,"23,007","19,033"
2008-06-03,18.7,24.1,15.4,10,3.2,73,9,14.54,"23,127","19,140"
2008-06-04,16.9,19.4,15.1,5,3.7,73,8.6,8.15,"23,247","19,247"
2008-06-05,14.9,17,13.7,7.5,2.7,85,8.8,4.57,"23,420","19,407"
2008-06-06,16.7,19.9,14.6,,3.1,78,9.4,14.39,"23,600","19,533"
2008-06-07,19.1,24.3,15.7,0,2.1,72,6.8,15.85,"23,827","19,680"
2008-06-08,18.9,25.1,16,4.5,1.7,78,7.1,12.53,"24,067","19,827"
2008-06-09,21,27,15.6,,1.9,71,4.8,23.28,"24,360","20,000"
2008-06-10,22.7,28.1,19.1,,2.2,68,7,21.34,"24,560","20,080"
2008-06-11,24.5,29.4,19.7,,2.5,49,4.4,22.94,"24,760","20,213"
2008-06-12,23.3,29,18.7,10.5,2.2,57,2.5,26.12,"24,853","20,267"
2008-06-13,21.5,27.6,17.4,,2.5,76,3.5,20.68,"24,947","20,320"
2008-06-14,23.9,28.9,19.2,,2.8,63,5,22,"25,027","20,373"
2008-06-15,22.5,27.4,18.7,,3.8,53,3.1,27.8,"25,060","20,393"
2008-06-16,23,28.6,16.2,,2.9,38,5.8,25.61,"25,113","20,407"
2008-06-17,22.6,25.7,17.8,3,2.7,59,9.8,7.59,"25,273","20,527"
2008-06-18,19.1,22,17.4,46,3.4,93,10,1.12,"25,380","20,620"
2008-06-19,20.3,24.1,17.5,,2.2,81,8.4,11.01,"25,567","20,780"
2008-06-20,24.3,29.6,18.5,,1.7,68,5.3,23.14,"26,053","21,213"
2008-06-21,24.6,28.2,22,0,3.1,61,8.8,12.96,"26,640","21,760"
2008-06-22,22.6,27.4,17.7,6.5,3.3,65,6.5,17.85,"27,153","22,233"
2008-06-23,22.8,27.1,18,,3,49,5.6,22.05,"27,767","22,793"
2008-06-24,23.4,27.6,19.2,,2.6,50,7,23.1,"28,233","23,247"
2008-06-25,23.6,28.6,19.4,,2.6,58,5.6,22.38,"28,340","23,380"
2008-06-26,23.3,28.8,19.6,,2.9,61,3.6,23.6,"28,313","23,393"
2008-06-27,23.7,28.7,19.8,,2.1,63,6.4,20.61,"28,213","23,360"
2008-06-28,22.6,25.4,20.1,2,1.9,73,10,6.93,"28,173","23,373"
2008-06-29,22.1,27.4,18.5,7.5,3.2,68,6.3,17.77,"28,180","23,413"
2008-06-30,22.5,27.3,18.6,,2.7,66,6.3,14.57,"28,380","23,613"
2008-07-01,24.8,29.3,20.2,,1.6,65,9,16.54,"28,580","23,800"
2008-07-02,22.4,24.5,21.1,14.5,3.1,83,10,1.29,"28,820","24,013"
2008-07-03,21.9,25.1,20.5,9,3.8,84,9.1,9.5,"28,753","23,987"
2008-07-04,24.3,27.2,21.8,0.1,2.3,80,9.8,3.9,"28,613","23,893"
2008-07-05,24.5,28,22,5,1.7,85,9,6.74,"28,307","23,653"
2008-07-06,25.5,28.4,23.9,,3.2,82,9.8,5.84,"28,040","23,400"
2008-07-07,24.7,27.5,22.5,0.5,2,88,9.8,5.84,"28,240","23,600"
2008-07-08,27.6,32.8,23.8,,2.1,71,5.3,22.19,"28,613","23,920"
2008-07-09,27.5,32.9,22.8,,2.5,66,1.5,27.72,"28,947","24,200"
2008-07-10,26.3,30.5,23.2,,2.2,67,6.6,17.06,"29,200","24,427"
2008-07-11,27,30,23.7,,1.9,65,7.9,13.35,"29,147","24,400"
2008-07-12,24.5,27.7,22,50.5,2.5,84,10,4.31,"28,987","24,307"
2008-07-13,25.8,29.7,22.9,11.5,2.6,76,5.6,18.57,"28,693","24,093"
2008-07-14,27.3,31.7,22.6,,2,71,7,15.38,"28,373","23,853"
2008-07-15,28.1,31.2,25.6,,2.5,69,7.6,15.24,"28,013","23,527"
2008-07-16,24.8,27.2,22.3,10.5,3.8,82,9.5,3.09,"28,720","24,100"
2008-07-17,25.3,30.3,21.2,,2.4,72,4.9,22.96,"29,373","24,660"
2008-07-18,26.2,30.1,22.8,,2,68,8.8,14.54,"29,673","24,953"
2008-07-19,23.8,25.7,22.8,108.5,2.3,89,9.8,1.57,"29,260","24,513"
2008-07-20,24.7,28.4,23,124,2.8,89,9.8,8,"28,727","23,987"
2008-07-21,23,24.1,21.4,5,4.3,85,9.5,4.5,"28,047","23,320"
2008-07-22,24.7,28.4,22.3,0.1,2.9,76,7.9,15.05,"27,473","22,787"
2008-07-23,23.8,26.5,21.8,7,1.8,83,9.4,4.85,"26,973","22,313"
2008-07-24,22.4,25,20.8,127.5,2.7,94,10,0.44,"26,293","21,687"
2008-07-25,23.1,25.9,22,24,3.3,88,10,6.77,"25,580","21,020"
2008-07-26,22.2,23.8,20.7,32,2.9,90,9.8,5.04,"25,033","20,527"
2008-07-27,25.1,28.3,22.1,0.1,1.7,79,8.3,7.95,"24,427","19,973"
2008-07-28,26.9,31.2,23.9,,1.5,72,5.6,16.43,"23,747","19,387"
2008-07-29,28,32.3,24.7,,2.2,70,4.9,22.66,"23,107","18,813"
2008-07-30,26.1,28.3,24.8,0.5,1.5,78,7.8,9.34,"22,500","18,260"
2008-07-31,26.7,29.5,24.1,0.5,1.7,79,8.8,9.57,"21,913","17,727"
2008-08-01,27.7,31.2,25.6,0,4.1,72,9.6,10.82,"21,287","17,147"
2008-08-02,26.1,28.4,25,22,4.9,85,10,4.06,"20,680","16,720"
2008-08-03,25.5,29.8,22.2,1,3.1,79,5.3,18.32,"20,327","16,393"
2008-08-04,25.5,31.4,21,,1.4,67,1.9,18.32,"19,980","16,087"
2008-08-05,26.3,30.7,21.8,,1.7,68,3.4,18.7,"19,640","15,760"
2008-08-06,27.8,32.9,22.4,,1.8,66,1.1,22.13,"19,607","15,660"
2008-08-07,28.7,33.4,24.2,,1.8,58,0.5,22.82,"19,687","15,727"
2008-08-08,30,35.4,25.2,,1.9,57,1.6,21.57,"19,813","15,833"
2008-08-09,28,32.6,25.6,2,1.9,69,5.1,16.85,"19,893","15,873"
2008-08-10,30.1,34.5,25.3,,2.1,60,2,23.86,"19,893","15,847"
2008-08-11,28.2,32.4,26,0.2,2.1,67,6.6,13.1,"19,747","15,660"
2008-08-12,25.3,28.9,23.1,65.5,2.3,84,9.3,8.98,"19,507","15,433"
2008-08-13,27,31.5,23.7,27,1.9,80,7.8,14.88,"19,213","15,160"
2008-08-14,27.3,31.5,24.9,,2.8,73,5.8,18.25,"18,947","14,933"
2008-08-15,25.7,29.6,21.9,4,2.2,77,9.6,9.06,"18,680","14,707"
2008-08-16,21.7,23.5,19.9,9,3,79,7.5,7.95,"18,493","14,560"
2008-08-17,24.2,27.4,20.8,0.5,2.5,67,7.8,13.02,"18,440","14,533"
2008-08-18,22.9,25,20.3,39,3.7,87,9.6,3.05,"18,427","14,547"
2008-08-19,23.9,27.6,21.8,0,4.2,70,5.6,20.75,"18,440","14,573"
2008-08-20,23.1,27.4,20.3,0,2.2,72,4.9,11.15,"18,447","14,640"
2008-08-21,23.4,28.6,18.6,,3.1,53,3.6,24.37,"18,353","14,680"
2008-08-22,17.9,22.2,16.3,72.5,4.1,90,10,1.34,"18,247","14,600"
2008-08-23,21.5,25.3,18.2,5,1.6,80,7.9,10.78,"18,107","14,493"
2008-08-24,23.6,28.2,18.7,,1.9,67,5.3,20.12,"17,947","14,360"
2008-08-25,24.4,28.4,21,3.5,1.8,72,5.6,15.83,"17,800","14,240"
2008-08-26,24,28.4,20.9,,2.7,56,4.4,20.61,"17,667","14,120"
2008-08-27,24,28.2,18.6,,2.2,60,1.9,20.06,"17,627","14,067"
2008-08-28,24.6,29.4,19.6,,2.3,65,0.9,23.12,"17,627","13,920"
2008-08-29,25.2,30.6,20.2,,1.4,67,1.3,17.71,"17,520","13,787"
2008-08-30,25.7,30.9,21.3,,2.1,56,3.5,21.7,"17,373","13,667"
2008-08-31,25.2,29,21.1,,2.5,53,7,20.29,"17,200","13,520"
2008-09-01,19.7,23.5,17.7,72.5,3.5,89,10,1,"17,000","13,360"
2008-09-02,21.9,26.9,17.6,5.5,2.2,74,6.6,15.54,"16,853","13,227"
2008-09-03,23.2,28.5,18.3,,1.5,69,3.9,19.31,"16,827","13,200"
2008-09-04,24,28.4,20.4,,2,63,6.3,16.79,"16,907","13,253"
2008-09-05,22.6,24.7,21.2,0.2,1.7,69,8.9,7.08,"17,067","13,387"
2008-09-06,24.2,30.2,18.9,,1.6,62,3.6,20.41,"17,240","13,533"
2008-09-07,25.2,30.6,19.8,,1.6,66,4.3,18.76,"17,347","13,633"
2008-09-08,25.4,31.1,21.3,,1.7,65,4.5,17.87,"17,313","13,600"
2008-09-09,24.9,29.7,20.8,,1.9,65,3.3,15.31,"17,180","13,493"
2008-09-10,24.3,29.7,20.1,,2.3,68,4,17.41,"17,007","13,320"
2008-09-11,21.9,23.8,19.9,0.5,1.4,79,8.5,5.09,"16,793","13,120"
2008-09-12,24.1,29.2,20.8,,1.7,63,4.6,16.63,"16,580","12,927"
2008-09-13,23.3,29.5,17.7,,1.6,60,0.1,20.27,"16,427","12,773"
2008-09-14,24.4,30.2,19.8,,2,61,3.3,18.5,"16,320","12,667"
2008-09-15,25.1,29.9,21.6,,1.8,60,4,15.4,"16,187","12,560"
2008-09-16,24.4,30.8,18.6,,1.5,60,2.4,18.99,"16,013","12,400"
2008-09-17,25.1,32,19.2,,1.5,49,3.1,17.94,"15,880","12,267"
2008-09-18,25.5,31.9,20.4,,1.8,50,0.8,19.1,"15,747","12,147"
2008-09-19,25.3,31.4,20,,1.8,52,6.9,14.8,"15,640","12,040"
2008-09-20,21.7,24.7,19.2,7,2.3,76,7.6,3.28,"15,467","11,907"
2008-09-21,23.5,29.7,17.6,,1.9,66,1,19.06,"15,360","11,840"
2008-09-22,22.3,25,19.7,6.5,2,73,8.9,4.54,"15,253","11,780"
2008-09-23,21.8,24.9,19.8,,1.2,83,7.4,5.49,"15,147","11,727"
2008-09-24,21.5,23.8,20.1,,2.2,76,9.4,3.2,"15,027","11,660"
2008-09-25,16.2,20.5,12.2,7,2.5,81,9.6,4.3,"14,947","11,607"
2008-09-26,14.6,18.4,11.5,,3,40,4,20.57,"14,853","11,533"
2008-09-27,14.8,20.1,10.3,,1.6,39,5.6,15.71,"14,773","11,480"
2008-09-28,15.5,20.2,12,,1.3,52,8.1,10.25,"14,673","11,407"
2008-09-29,17.4,23.8,11.6,,1.6,53,1.6,18.28,"14,527","11,300"
2008-09-30,17.6,23.2,12.7,,1.6,64,4.6,14.43,"14,393","11,193"
2008-10-01,19.8,25.8,13.6,,2,60,0.6,16.69,"14,273","11,100"
2008-10-02,20,26,15.1,,2.4,65,0.8,16.6,"14,207","11,060"
2008-10-03,19.5,24.4,15.9,,2.1,74,2.4,14.74,"14,200","11,067"
2008-10-04,19.7,24.3,17.2,,1.9,60,5.8,14.28,"14,227","11,093"
2008-10-05,20.1,25.7,17,,2.4,61,5.6,11.85,"14,287","11,153"
2008-10-06,18.2,23.1,15.6,,2.3,62,6,11.41,"14,333","11,207"
2008-10-07,17,21.4,14.2,,1.7,63,3.6,8.08,"14,347","11,220"
2008-10-08,17.7,22.2,14.3,,2.5,65,6,9.94,"14,333","11,207"
2008-10-09,18.7,24.6,13.3,,1.1,58,3.5,15.26,"14,333","11,193"
2008-10-10,17.9,22.2,12.6,0,2.7,60,5.4,8.09,"14,340","11,200"
2008-10-11,14.4,20,10.9,,2.6,40,1.1,16.8,"14,347","11,200"
2008-10-12,14.3,20.6,8.9,,1.5,52,1.8,15.78,"14,307","11,180"
2008-10-13,15.4,21.3,9.7,,1.6,63,3.3,13.21,"14,253","11,153"
2008-10-14,16.1,22.3,11.1,,1.7,65,0.5,15.03,"14,200","11,140"
2008-10-15,16.5,20.9,12.7,,1.1,75,5,6.37,"14,107","11,060"
2008-10-16,18,23.3,13.4,,1.5,72,5.4,9.84,"14,080","11,047"
2008-10-17,18.7,25.1,14,,1.2,67,0.4,10.91,"14,080","11,027"
2008-10-18,19.8,28.3,13.7,,1.5,61,1.1,12.83,"14,040","10,987"
2008-10-19,18.5,23.1,14.8,,1.4,67,6.3,7.83,"13,993","10,940"
2008-10-20,18.6,25.5,13.5,,1.2,60,1.5,11.66,"13,967","10,927"
2008-10-21,19,22.9,14.6,,1.6,55,7.4,8.02,"13,887","10,860"
2008-10-22,16.8,20.5,14.7,8,2.9,72,9.5,4.2,"13,807","10,807"
2008-10-23,16.5,20.1,13.2,9,3.2,83,8.9,1.26,"13,780","10,780"
2008-10-24,11.1,14.1,8.7,0.3,3.3,50,2.4,10.41,"13,747","10,747"
2008-10-25,11.6,14.3,7.2,3,1.9,68,5.6,4.82,"13,747","10,747"
2008-10-26,12,15,9.3,,3.2,45,2.4,12.54,"13,747","10,740"
2008-10-27,10.2,14.3,7.3,,2.3,51,2.3,9.83,"13,767","10,753"
2008-10-28,10.9,15.8,5.6,,1.6,56,3.5,13.35,"13,793","10,780"
2008-10-29,11.9,16.2,8.7,,2,50,4.6,11.65,"13,820","10,807"
2008-10-30,11.1,15.7,6.5,0,2.2,49,2.8,10.95,"13,793","10,767"
2008-10-31,10.6,13.5,8.9,21.5,1.7,83,5.9,2.59,"13,753","10,720"
2008-11-01,11,15,5.9,,2.4,71,4.8,11.21,"13,707","10,667"
2008-11-02,12.7,15.2,9.8,,2.7,57,4.5,9.5,"13,673","10,620"
2008-11-03,11,15.4,7.2,0,2.7,48,1.5,11.88,"13,647","10,580"
2008-11-04,9,14.1,3.9,,1.7,31,0,13.18,"13,673","10,607"
2008-11-05,11.5,16.1,4.6,,1.7,48,4.8,7.96,"13,700","10,633"
2008-11-06,15.3,18.4,12.5,,2.1,72,7.3,3.28,"13,727","10,633"
2008-11-07,11.9,15.9,8.9,,2,61,9.5,4.77,"13,733","10,613"
2008-11-08,12,18,6.5,,1.9,49,4.6,10.89,"13,773","10,627"
2008-11-09,10,12,7.4,1.5,2.4,70,6.9,3.86,"13,820","10,647"
2008-11-10,9.9,14.9,5.8,,2.1,57,0.8,11.39,"13,907","10,707"
2008-11-11,10.4,15.6,6.7,,2,51,0.1,11.8,"14,000","10,800"
2008-11-12,10,15.6,5.1,,1.8,55,0.8,11.06,"14,067","10,867"
2008-11-13,10.1,16,5.3,,1.8,60,3.8,10.12,"14,093","10,920"
2008-11-14,11.1,15.2,6.8,,1.4,62,6.3,7.92,"14,100","10,953"
2008-11-15,10.7,12.6,9.7,3.5,1.3,75,9.3,1.83,"14,080","10,960"
2008-11-16,7.8,11.5,4,,2.4,59,1.8,11.1,"14,073","10,967"
2008-11-17,3,8.1,-2.6,,3,50,3.4,6.71,"14,113","11,020"
2008-11-18,-3.1,0.4,-5.5,,3.6,38,1.6,9.78,"14,153","11,047"
2008-11-19,-4.2,-0.7,-7.2,,3,41,0.1,11.39,"14,207","11,087"
2008-11-20,1.1,7.2,-5.3,1,2.2,71,4.5,6.12,"14,260","11,127"
2008-11-21,4,7.2,1.7,,2.7,47,0.4,10.35,"14,307","11,173"
2008-11-22,4.9,9.5,-0.2,,2,62,5.6,4.91,"14,293","11,173"
2008-11-23,7.1,11.8,2.5,,1.6,66,3.3,9,"14,293","11,187"
2008-11-24,8.3,12.6,5.8,,1.9,58,7,7.28,"14,287","11,187"
2008-11-25,6.7,9.2,4.8,,1.5,61,4.6,5.04,"14,273","11,173"
2008-11-26,7.6,10.6,3.5,,2.1,58,6.5,7.07,"14,233","11,147"
2008-11-27,5.6,8.8,4.6,13,2.4,83,10,0.37,"14,247","11,147"
2008-11-28,6.1,9.3,3.5,0.4,2.6,71,6.8,7.77,"14,273","11,160"
2008-11-29,3.6,7.3,0.7,0.2,4.2,54,4.1,7.6,"14,267","11,147"
2008-11-30,3.6,7.8,-1.4,,1.9,50,3.1,9.38,"14,253","11,133"
2008-12-01,7.9,10.5,4.6,0.1,2.5,60,8.1,2.47,"14,253","11,120"
2008-12-02,8.1,12,3.9,2.5,2,62,1.3,7.27,"14,227","11,093"
2008-12-03,7.1,12.8,0.7,,1.9,43,2.9,9.1,"14,213","11,080"
2008-12-04,5.3,8.9,-0.7,3.5,3.3,71,8.1,1.69,"14,200","11,080"
2008-12-05,-7.6,-0.7,-11.9,,4.5,43,1.5,10,"14,187","11,067"
2008-12-06,-9,-4.9,-13.1,,2.8,40,0,10.32,"14,187","11,080"
2008-12-07,-2.8,1.2,-8,1.7,2.8,70,8.1,5.42,"14,207","11,113"
2008-12-08,5.1,9.4,0.6,7,1.8,82,7.9,3.24,"14,227","11,140"
2008-12-09,7.9,12.1,4.4,0.5,1.7,74,4.4,5.5,"14,280","11,180"
2008-12-10,9.4,13.3,6.6,0,1.6,75,6.3,5.09,"14,360","11,260"
2008-12-11,3.7,8.2,1.7,3.5,3.6,58,2.9,8.85,"14,400","11,287"
2008-12-12,5.1,8.5,1.1,,1.7,62,5.1,6.3,"14,460","11,347"
2008-12-13,1.3,4.6,-2.8,,2.8,56,3.6,6.79,"14,493","11,373"
2008-12-14,-1.1,3.3,-5,,2.5,43,0.3,9.7,"14,500","11,380"
2008-12-15,2.1,6.5,-0.8,,1.8,46,1.5,9.08,"14,487","11,367"
2008-12-16,4,7.7,-1,,1.8,53,6.8,4.72,"14,487","11,367"
2008-12-17,6.4,9.3,1.5,0.4,2.6,70,6.6,0.78,"14,473","11,340"
2008-12-18,-0.3,3.7,-2.8,,2.4,50,0,9.64,"14,500","11,367"
2008-12-19,1.8,5.2,-3.8,0.1,2.3,58,6,4.71,"14,507","11,400"
2008-12-20,1.3,5.2,-1.4,5,2.5,60,9.9,3.03,"14,520","11,440"
2008-12-21,-0.3,4.3,-2.8,,2.5,53,6.6,7.21,"14,560","11,507"
